sector_score,location_id,score_a,risk_a,score_b,risk_b,risk_c,score_mv,risk_d,risk_e,risk_f,control_risk
2.72,1,0.4,0.456,0.2,0.0,1.0,0.2,0.142,0.4,0.0,0.4
2.72,6,0.4,0.604,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,8,0.4,0.452,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,5,0.4,0.6,0.2,0.0,1.0,0.2,0.28800000000000003,0.4,0.0,0.4
2.72,9,0.2,0.192,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,12,0.4,0.64,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,16,0.4,0.536,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
2.72,19,0.4,0.64,0.2,0.0,1.0,0.2,0.012,0.4,0.0,0.4
2.72,11,0.4,0.452,0.2,0.0,1.0,0.2,0.004,0.4,0.0,0.4
2.72,4,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,9,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,12,0.2,0.154,0.2,0.0,1.0,0.2,0.92,0.4,0.0,0.4
2.72,12,0.4,0.42,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,19,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,22,0.2,0.0,0.2,0.0,1.0,0.6,18.51,0.4,0.0,0.4
2.72,16,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
2.72,15,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,15,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,32,0.2,0.168,0.2,0.0,1.0,0.4,3.284,0.4,0.0,0.4
2.72,13,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,19,0.2,0.17,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.72,5,0.2,0.0,0.2,0.055999999999999994,1.0,0.2,0.0,0.4,0.0,0.4
2.72,6,0.2,0.122,0.2,0.013999999999999999,1.0,0.2,0.0,0.4,0.0,0.4
2.72,8,0.2,0.0,0.2,0.124,1.0,0.2,0.0,0.4,0.0,0.4
2.37,18,0.6,2.0580000000000003,0.4,0.4,2.2,0.6,29.586,0.8,0.4,1.2
2.37,11,0.4,0.652,0.6,3.516,1.0,0.2,0.738,0.4,0.0,0.4
2.37,1,0.6,2.25,0.4,0.5,3.6,0.6,6.75,1.2,0.0,1.2
2.37,8,0.6,1.374,0.6,1.584,1.0,0.2,0.616,0.4,0.0,0.4
2.37,6,0.6,1.506,0.6,5.154,2.2,0.6,9.618,0.4,3.0,3.4
2.37,16,0.6,1.3259999999999998,0.6,3.1260000000000003,1.0,0.2,0.6859999999999999,0.4,0.0,0.4
2.37,12,0.6,1.3319999999999999,0.6,3.738,1.0,0.2,0.17800000000000002,0.4,0.0,0.4
2.37,9,0.4,0.6679999999999999,0.2,0.078,1.0,0.2,0.28600000000000003,0.4,0.0,0.4
2.37,13,0.6,1.554,0.2,0.132,1.0,0.2,0.256,0.4,0.0,0.4
2.37,22,0.6,1.4340000000000002,0.6,4.632,1.0,0.4,2.168,0.4,0.4,0.8
2.37,32,0.6,2.052,0.6,6.33,1.0,0.4,2.784,0.4,0.0,0.4
2.37,27,0.6,2.166,0.6,1.278,1.0,0.4,2.164,0.8,1.2,2.0
2.37,4,0.4,0.7440000000000001,0.6,2.7060000000000004,1.0,0.4,2.908,0.4,0.0,0.4
2.37,19,0.4,0.76,0.6,4.782,1.0,0.4,3.44,0.4,0.4,0.8
2.37,14,0.6,1.974,0.6,3.846,1.0,0.2,0.732,0.4,0.0,0.4
2.37,15,0.6,1.56,0.4,0.456,1.0,0.4,3.5039999999999996,0.4,0.4,0.8
2.37,8,0.6,2.286,0.6,6.912000000000001,1.0,0.2,0.65,0.8,0.0,0.8
2.37,9,0.6,1.26,0.6,3.036,1.0,0.4,2.164,0.4,0.0,0.4
2.37,5,0.6,1.3319999999999999,0.6,2.04,1.0,0.6,15.767999999999999,0.4,0.4,0.8
2.37,31,0.2,0.192,0.2,0.024,1.0,0.2,0.044000000000000004,0.4,0.0,0.4
2.37,38,0.2,0.162,0.6,2.76,1.0,0.2,0.364,0.4,0.0,0.4
2.37,8,0.4,0.5,0.2,0.004,1.0,0.2,0.16399999999999998,0.4,0.0,0.4
2.37,12,0.4,0.66,0.2,0.004,1.0,0.6,16.794,0.4,0.0,0.4
2.37,18,0.4,0.66,0.2,0.004,1.0,0.2,0.494,0.4,0.0,0.4
2.37,19,0.6,1.278,0.2,0.022000000000000002,1.0,0.4,3.016,0.4,0.0,0.4
2.37,28,0.2,0.08800000000000001,0.2,0.004,1.0,0.6,16.26,1.2,0.0,1.2
2.37,28,0.4,0.524,0.2,0.024,2.2,0.2,0.0,1.2,0.0,1.2
2.37,12,0.2,0.078,0.2,0.027999999999999997,1.0,0.2,0.11599999999999999,0.4,0.0,0.4
2.37,19,0.4,0.4,0.4,0.44,1.0,0.2,0.0,0.4,0.0,0.4
2.37,12,0.2,0.084,0.2,0.054000000000000006,1.0,0.2,0.0,0.4,0.0,0.4
2.37,6,0.4,0.428,0.2,0.11800000000000001,1.0,0.2,0.0,0.4,0.0,0.4
2.37,28,0.4,0.516,0.2,0.05,1.0,0.2,0.0,0.4,0.0,0.4
2.37,5,0.2,0.004,0.2,0.174,1.0,0.2,0.008,0.4,0.0,0.4
2.37,6,0.4,0.584,0.2,0.11,1.0,0.2,0.134,0.4,0.0,0.4
2.37,19,0.2,0.168,0.2,0.012,1.0,0.2,0.14400000000000002,0.4,0.0,0.4
2.37,8,0.2,0.132,0.4,0.5479999999999999,1.0,0.2,0.168,0.8,0.0,0.8
2.37,8,0.2,0.106,0.6,3.24,1.0,0.2,0.14400000000000002,0.4,0.0,0.4
2.37,6,0.2,0.078,0.2,0.094,1.0,0.2,0.0,0.4,0.0,0.4
2.37,19,0.2,0.102,0.2,0.094,1.0,0.2,0.0,0.4,0.0,0.4
2.37,12,0.2,0.094,0.2,0.057999999999999996,1.0,0.2,0.013999999999999999,0.4,0.0,0.4
2.37,35,0.6,2.01,0.2,0.198,1.0,0.2,0.024,0.4,0.0,0.4
2.37,28,0.2,0.064,0.2,0.098,1.0,0.4,2.6919999999999997,1.2,0.0,1.2
2.37,28,0.2,0.102,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
2.37,4,0.2,0.0,0.2,0.0,1.0,0.2,0.01,0.4,0.0,0.4
2.37,9,0.2,0.062,0.2,0.138,1.0,0.2,0.0,0.4,0.0,0.4
2.37,32,0.2,0.122,0.4,0.616,1.0,0.2,0.114,0.4,0.0,0.4
2.37,5,0.2,0.052000000000000005,0.2,0.034,1.0,0.2,0.0,0.4,0.0,0.4
2.37,2,0.2,0.146,0.2,0.01,1.0,0.4,2.456,1.2,0.0,1.2
2.37,2,0.2,0.0,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
2.37,16,0.4,0.508,0.4,0.40399999999999997,1.0,0.2,0.23,0.4,0.0,0.4
2.37,19,0.4,0.648,0.2,0.098,1.0,0.2,0.0,0.4,0.0,0.4
2.37,5,0.4,0.616,0.2,0.092,1.0,0.2,0.114,0.4,0.0,0.4
2.37,2,0.6,1.308,0.2,0.18600000000000003,1.0,0.2,0.0,1.2,0.0,1.2
2.37,2,0.6,4.553999999999999,0.4,0.588,2.2,0.6,21.774,1.2,0.0,1.2
2.37,2,0.2,0.152,0.2,0.068,1.0,0.2,0.0,1.2,0.0,1.2
2.37,16,0.2,0.076,0.2,0.17,1.0,0.2,0.008,0.4,0.0,0.4
2.37,5,0.4,0.516,0.2,0.026000000000000002,1.0,0.2,0.0,0.4,0.0,0.4
2.37,19,0.4,0.7959999999999999,0.2,0.126,1.0,0.2,0.0,0.4,0.0,0.4
2.37,31,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.37,4,0.2,0.004,0.2,0.01,1.0,0.2,0.0,0.4,0.0,0.4
2.37,5,0.2,0.027999999999999997,0.2,0.016,1.0,0.2,0.0,0.4,0.0,0.4
2.37,18,0.2,0.018000000000000002,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.37,9,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.37,32,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.37,16,0.2,0.002,0.2,0.0014,1.0,0.2,0.0,0.4,0.0,0.4
2.37,16,0.2,0.034,0.2,0.008,1.0,0.2,0.0,0.4,0.0,0.4
2.37,2,0.4,0.664,0.2,0.166,1.0,0.2,0.062,1.2,0.0,1.2
2.37,2,0.2,0.1,0.2,0.008,1.0,0.2,0.0,1.2,0.0,1.2
2.37,2,0.2,0.18,0.2,0.057999999999999996,1.0,0.2,0.244,1.2,0.0,1.2
2.37,2,0.2,0.0,0.2,0.0,1.0,0.2,0.046,1.2,0.0,1.2
1.99,2,0.6,34.218,0.6,80.598,1.0,0.6,506.62199999999996,0.4,0.0,0.4
1.99,8,0.2,0.11599999999999999,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,12,0.4,0.608,0.2,0.0,1.0,0.4,2.784,0.4,0.0,0.4
1.99,6,0.2,0.18,0.2,0.0,1.0,0.2,0.39,0.4,0.0,0.4
1.99,6,0.4,0.47600000000000003,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,25,0.2,0.106,0.2,0.0,1.0,0.2,0.466,0.4,0.0,0.4
1.99,40,0.2,0.18600000000000003,0.2,0.0,1.0,0.2,0.022000000000000002,0.4,0.0,0.4
1.99,8,0.4,0.7559999999999999,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,8,0.4,0.684,0.2,0.0,1.0,0.2,0.018000000000000002,0.4,0.0,0.4
1.99,10,0.2,0.06,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,31,0.2,0.152,0.2,0.0,1.0,0.4,2.992,0.4,0.0,0.4
1.99,4,0.2,0.192,0.2,0.0,1.0,0.4,3.78,0.4,0.0,0.4
1.99,14,0.4,0.504,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,26,0.2,0.11,0.2,0.0,1.0,0.2,0.134,0.4,0.0,0.4
1.99,5,0.2,0.057999999999999996,0.2,0.0,1.0,0.2,0.012,0.4,0.0,0.4
1.99,5,0.4,0.508,0.2,0.0,1.0,0.2,0.5539999999999999,0.4,0.0,0.4
1.99,5,0.4,0.536,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,5,0.2,0.11199999999999999,0.2,0.0,1.0,0.2,0.35,0.4,0.0,0.4
1.99,20,0.2,0.172,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
1.99,19,0.4,0.648,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
1.99,19,0.6,1.8119999999999998,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
1.99,19,0.2,0.11800000000000001,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
1.99,22,0.4,0.44,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,9,0.4,0.41200000000000003,0.2,0.0,1.0,0.6,16.368,0.4,0.0,0.4
1.99,30,0.2,0.132,0.2,0.0,1.0,0.2,0.146,0.4,0.0,0.4
1.99,45,0.2,0.096,0.2,0.0,1.0,0.2,0.094,0.4,0.0,0.4
1.99,11,0.4,0.508,0.2,0.0,1.0,0.6,105.54,0.4,0.0,0.4
1.99,12,0.2,0.086,0.2,0.0,1.0,0.6,8.124,0.4,0.0,0.4
1.99,12,0.4,0.66,0.2,0.0,1.0,0.2,0.002,0.4,0.0,0.4
1.99,8,0.4,0.56,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,8,0.4,0.456,0.2,0.0,1.0,0.6,25.092,0.4,0.0,0.4
1.99,8,0.2,0.09,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,27,0.2,0.12,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,29,0.2,0.17,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,9,0.4,0.47600000000000003,0.2,0.0,1.0,0.6,17.855999999999998,0.4,0.0,0.4
1.99,32,0.4,0.49200000000000005,0.2,0.0,1.0,0.2,0.022000000000000002,0.4,0.0,0.4
1.99,32,0.4,0.44799999999999995,0.2,0.0,1.0,0.2,0.01,0.4,0.0,0.4
1.99,16,0.4,0.612,0.2,0.0,1.0,0.2,0.006,0.8,0.0,0.8
1.99,16,0.2,0.154,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
1.99,16,0.2,0.11199999999999999,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
1.99,16,0.4,0.728,0.2,0.0,1.0,0.6,51.078,0.8,0.0,0.8
1.99,16,0.2,0.08800000000000001,0.2,0.0,1.0,0.2,0.008,0.8,0.0,0.8
1.99,15,0.4,0.584,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,15,0.4,0.44799999999999995,0.2,0.0,1.0,0.6,6.587999999999999,0.4,0.0,0.4
1.99,13,0.4,0.624,0.2,0.0,1.0,0.2,0.02,0.4,0.0,0.4
1.99,13,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.99,18,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.85,2,0.6,6.744,0.6,5.694,2.2,0.6,103.81200000000001,0.4,0.0,0.4
1.85,6,0.6,2.22,0.2,0.0,1.0,0.2,0.024,0.4,0.0,0.4
1.85,6,0.6,5.118,0.2,0.032,1.0,0.2,0.10400000000000001,0.8,0.0,0.8
1.85,6,0.2,0.094,0.4,0.636,1.0,0.2,0.248,0.4,0.0,0.4
1.85,8,0.2,0.19,0.4,0.532,1.0,0.2,0.013999999999999999,0.8,0.0,0.8
1.85,8,0.6,7.89,0.4,0.652,1.0,0.2,0.23800000000000002,0.8,0.0,0.8
1.85,8,0.6,1.902,0.2,0.08800000000000001,1.0,0.2,0.0,0.8,0.0,0.8
1.85,8,0.6,4.212,0.4,0.708,1.0,0.2,0.0,0.8,0.0,0.8
1.85,16,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.85,8,0.2,0.19,0.2,0.0,1.0,0.2,0.026000000000000002,1.6,0.0,1.6
1.85,8,0.2,0.0,0.2,0.0,1.0,0.6,6.318,0.8,0.0,0.8
1.85,16,0.6,5.513999999999999,0.6,2.52,1.0,0.2,0.10400000000000001,0.4,0.0,0.4
1.85,19,0.6,5.484,0.4,0.488,1.0,0.2,0.0,1.2,0.0,1.2
1.85,6,0.2,0.052000000000000005,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.85,31,0.6,1.83,0.2,0.01,1.0,0.2,0.0,0.4,0.0,0.4
1.85,4,0.2,0.11199999999999999,0.6,43.2,1.0,0.2,0.102,0.4,0.0,0.4
1.85,4,0.6,1.776,0.2,0.03,1.0,0.2,0.0,0.4,0.0,0.4
1.85,31,0.6,1.4880000000000002,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.85,14,0.6,5.9639999999999995,0.2,0.08800000000000001,1.0,0.2,0.03,0.4,0.0,0.4
1.85,14,0.6,3.0780000000000003,0.2,0.018000000000000002,1.0,0.2,0.002,0.4,0.0,0.4
1.85,43,0.6,1.494,0.2,0.057999999999999996,1.0,0.2,0.098,0.4,0.0,0.4
1.85,5,0.6,4.332,0.2,0.055999999999999994,1.0,0.2,0.0,0.4,0.0,0.4
1.85,5,0.2,0.142,0.2,0.132,1.0,0.2,0.0,0.4,0.0,0.4
1.85,19,0.6,11.526,0.6,1.482,1.0,0.2,0.0,1.2,0.0,1.2
1.85,19,0.2,0.036000000000000004,0.2,0.0,1.0,0.2,0.0,2.4,0.0,2.4
1.85,19,0.6,3.54,0.2,0.0,1.0,0.2,0.14800000000000002,2.4,0.0,2.4
1.85,19,0.6,2.424,0.2,0.0,1.0,0.2,0.158,1.2,0.0,1.2
1.85,19,0.6,1.686,0.2,0.022000000000000002,1.0,0.6,11.67,1.2,0.0,1.2
1.85,19,0.6,3.522,0.2,0.0,1.0,0.2,0.08800000000000001,1.2,0.0,1.2
1.85,19,0.4,0.7,0.2,0.0,1.0,0.2,0.07,1.2,0.0,1.2
1.85,19,0.6,1.23,0.2,0.0,1.0,0.2,0.706,1.2,0.0,1.2
1.85,19,0.2,0.0,0.2,0.0,1.0,0.2,0.008,2.4,0.0,2.4
1.85,16,0.6,2.202,0.2,0.036000000000000004,1.0,0.2,0.0,0.4,0.0,0.4
1.85,9,0.2,0.128,0.2,0.19,1.0,0.2,0.0,0.4,0.4,0.8
1.85,9,0.6,4.422,0.4,0.6559999999999999,1.0,0.2,0.016,0.4,0.0,0.4
1.85,9,0.6,6.474,0.2,0.134,1.0,0.2,0.008,0.4,0.0,0.4
1.85,11,0.6,6.0120000000000005,0.2,0.19,1.0,0.2,0.086,0.4,0.0,0.4
1.85,11,0.2,0.08800000000000001,0.2,0.124,1.0,0.2,0.128,0.4,0.0,0.4
1.85,12,0.6,1.734,0.2,0.022000000000000002,1.0,0.2,0.008,0.4,0.0,0.4
1.85,12,0.2,0.12,0.4,0.456,1.0,0.2,0.086,0.4,0.0,0.4
1.85,8,0.2,0.158,0.4,0.40399999999999997,1.0,0.2,0.114,0.4,0.0,0.4
1.85,8,0.6,1.956,0.2,0.07200000000000001,1.0,0.2,0.004,0.4,0.0,0.4
1.85,8,0.6,5.364,0.4,0.528,1.0,0.2,0.004,0.4,0.0,0.4
1.85,27,0.6,2.76,0.4,0.46799999999999997,1.0,0.2,0.008,0.4,0.0,0.4
1.85,29,0.6,4.206,0.4,0.44799999999999995,1.0,0.2,0.02,0.4,0.0,0.4
1.85,29,0.4,0.41600000000000004,0.2,0.182,1.0,0.2,0.07400000000000001,0.4,0.0,0.4
1.85,9,0.6,1.686,0.2,0.08199999999999999,1.0,0.2,0.0,0.4,0.0,0.4
1.85,9,0.2,0.14,0.2,0.12,1.0,0.2,0.102,0.4,0.0,0.4
1.85,32,0.2,0.156,0.2,0.19399999999999998,1.0,0.2,0.19399999999999998,0.4,0.0,0.4
1.85,32,0.6,4.254,0.4,0.78,1.0,0.2,0.0,0.4,0.0,0.4
1.85,32,0.4,0.556,0.4,0.44,1.0,0.2,0.0,0.4,0.0,0.4
1.85,8,0.6,1.476,0.2,0.07400000000000001,1.0,0.2,0.0,0.4,0.0,0.4
1.85,4,0.6,1.4880000000000002,0.2,0.02,1.0,0.2,0.0,0.4,0.0,0.4
1.85,15,0.4,0.512,0.4,0.7,1.0,0.2,0.0,0.4,0.0,0.4
1.85,15,0.6,2.298,0.2,0.055999999999999994,1.0,0.2,0.0,0.4,0.0,0.4
1.85,15,0.6,2.244,0.2,0.11,1.0,0.2,0.0,0.4,0.0,0.4
1.85,15,0.6,6.864,0.4,0.564,1.0,0.2,0.008,0.4,0.0,0.4
1.85,13,0.6,2.9939999999999998,0.2,0.128,1.0,0.2,0.0,0.4,0.0,0.4
1.85,13,0.6,4.95,0.4,0.636,1.0,0.2,0.004,0.4,0.0,0.4
1.85,13,0.2,0.05,0.4,0.72,1.0,0.2,0.14800000000000002,0.4,0.0,0.4
1.85,18,0.6,4.32,0.2,0.086,1.0,0.2,0.002,0.4,0.0,0.4
1.85,18,0.2,0.146,0.4,0.496,1.0,0.2,0.04,0.4,0.0,0.4
1.85,43,0.6,3.12,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.85,19,0.4,0.46399999999999997,0.2,0.0,1.0,0.2,0.022000000000000002,1.2,0.0,1.2
1.85,19,0.2,0.0,0.2,0.0,1.0,0.2,0.038,1.2,0.0,1.2
1.85,6,0.2,0.13,0.2,0.006,1.0,0.2,0.027999999999999997,0.4,0.0,0.4
1.85,6,0.2,0.158,0.2,0.0,1.0,0.2,0.708,0.4,0.0,0.4
1.85,19,0.6,1.9680000000000002,0.2,0.05,1.0,0.2,0.008,1.2,0.0,1.2
1.85,19,0.2,0.18,0.2,0.0,1.0,0.2,0.026000000000000002,1.2,0.0,1.2
1.85,9,0.6,3.0,0.2,0.10800000000000001,1.0,0.2,0.0,0.4,0.0,0.4
1.85,9,0.6,4.242,0.2,0.14400000000000002,1.0,0.2,0.0,0.4,0.0,0.4
1.85,14,0.4,0.43200000000000005,0.4,0.792,1.0,0.2,0.784,0.4,0.0,0.4
1.85,13,0.6,2.076,0.2,0.018000000000000002,1.0,0.2,0.012,0.4,0.0,0.4
1.85,22,0.2,0.12,0.4,0.43200000000000005,1.0,0.2,0.066,0.4,0.0,0.4
1.85,22,0.6,2.352,0.4,0.43200000000000005,1.0,0.2,0.0,0.4,0.0,0.4
1.85,22,0.6,4.704,0.6,1.686,1.0,0.2,0.0,0.8,0.0,0.8
1.85,8,0.2,0.198,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
1.85,2,0.2,0.034,0.2,0.022000000000000002,1.0,0.2,0.0,0.4,0.0,0.4
1.85,19,0.6,27.138,0.6,21.708000000000002,1.0,0.2,0.0,1.2,0.0,1.2
1.85,11,0.4,0.6759999999999999,0.2,0.042,1.0,0.2,0.0,0.4,0.0,0.4
1.85,43,0.2,0.036000000000000004,0.2,0.126,1.0,0.2,0.0,0.4,0.0,0.4
1.85,31,0.2,0.002,0.2,0.182,1.0,0.2,0.0,0.4,0.0,0.4
1.85,16,0.2,0.17600000000000002,0.4,0.6,1.0,0.2,0.038,0.4,0.0,0.4
1.85,2,0.4,0.46799999999999997,0.2,0.03,1.0,0.2,0.0,0.4,0.0,0.4
1.85,8,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
1.85,16,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.85,8,0.2,0.0,0.2,0.0,1.0,0.2,0.04,0.8,0.0,0.8
1.85,6,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.85,19,0.2,0.0,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
1.85,19,0.2,0.198,0.2,0.022000000000000002,1.0,0.2,0.0,1.2,0.0,1.2
1.85,8,0.2,0.042,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
1.85,14,0.6,1.32,0.2,0.055999999999999994,1.0,0.2,0.0,0.4,0.0,0.4
1.85,2,0.6,1.986,0.2,0.034,1.0,0.2,0.0,0.4,0.0,0.4
1.85,4,0.6,1.4580000000000002,0.2,0.054000000000000006,1.0,0.2,0.0,0.4,0.0,0.4
1.85,12,0.6,8.346,0.2,0.1,1.0,0.2,0.038,0.4,0.0,0.4
2.36,1,0.4,0.684,0.2,0.0,3.9,0.6,53.04,2.4,2.4,4.8
2.37,1,0.4,0.452,0.6,2.31,3.9,0.6,12.534,1.2,0.0,1.2
2.37,2,0.6,10.517999999999999,0.2,0.0,3.9,0.6,56.85,1.2,2.4,3.6
2.37,4,0.2,0.11199999999999999,0.2,0.14,1.0,0.2,0.0,1.2,0.0,1.2
2.37,8,0.2,0.11199999999999999,0.2,0.016,1.0,0.2,0.01,1.2,0.0,1.2
2.34,2,0.6,2.37,0.2,0.0,2.2,0.6,50.376000000000005,1.2,0.4,1.6
2.34,4,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.34,5,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.34,2,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
2.34,19,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
15.56,2,0.6,12.39,0.2,0.0,3.6,0.6,238.386,1.2,0.4,1.6
15.56,1,0.6,2.238,0.6,1.692,3.6,0.6,96.24600000000001,1.2,0.0,1.2
15.56,19,0.2,0.0,0.2,0.0,1.0,0.6,14.382,1.2,0.0,1.2
17.68,1,0.6,1.5119999999999998,0.6,12.168,1.0,0.6,42.336000000000006,1.2,0.0,1.2
21.61,2,0.6,1.8840000000000001,0.6,3.408,2.2,0.6,6.797999999999999,0.8,0.0,0.8
21.61,6,0.2,0.17600000000000002,0.4,0.428,1.0,0.2,0.152,0.4,0.0,0.4
21.61,8,0.2,0.16,0.2,0.16399999999999998,1.0,0.2,0.264,0.4,0.0,0.4
21.61,4,0.2,0.14,0.2,0.14400000000000002,1.0,0.2,0.0,0.4,0.0,0.4
21.61,5,0.2,0.0,0.2,0.078,1.0,0.2,0.048,0.4,0.0,0.4
21.61,5,0.2,0.066,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
21.61,5,0.2,0.055999999999999994,0.2,0.032,1.0,0.2,0.0,0.4,0.0,0.4
21.61,14,0.2,0.038,0.2,0.054000000000000006,1.0,0.2,0.13,0.4,0.0,0.4
21.61,19,0.2,0.106,0.2,0.124,1.0,0.2,0.002,0.4,0.0,0.4
21.61,19,0.2,0.092,0.2,0.17600000000000002,1.0,0.2,0.11599999999999999,0.4,0.0,0.4
